image_path,target
/Users/macbook/Downloads/gestures to speech/Train/Images/K/73.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/11.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/139.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/134.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/81.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/46.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/84.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/179.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/77.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/137.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/178.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/6.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/22.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/109.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/64.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/164.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/81.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/62.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/137.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/10.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/71.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/60.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/127.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/141.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/54.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/113.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/41.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/97.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/72.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/69.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/109.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/107.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/61.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/159.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/48.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/1.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/105.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/144.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/158.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/139.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/143.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/135.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/76.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/50.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/84.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/160.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/142.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/84.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/115.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/69.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/153.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/74.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/113.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/22.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/138.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/50.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/114.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/74.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/11.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/175.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/98.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/83.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/48.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/103.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/131.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/112.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/130.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/53.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/80.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/35.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/72.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/114.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/91.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/165.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/22.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/74.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/20.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/97.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/85.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/45.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/98.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/48.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/152.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/32.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/79.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/110.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/38.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/118.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/60.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/14.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/72.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/123.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/98.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/89.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/37.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/175.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/133.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/162.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/152.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/27.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/83.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/48.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/7.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/98.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/60.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/130.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/148.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/152.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/165.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/149.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/86.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/24.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/52.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/103.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/105.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/132.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/37.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/16.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/168.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/160.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/178.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/5.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/178.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/163.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/78.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/161.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/70.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/104.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/38.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/156.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/40.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/18.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/16.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/84.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/130.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/141.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/124.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/46.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/178.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/92.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/58.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/128.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/172.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/76.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/111.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/119.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/43.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/58.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/110.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/63.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/120.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/90.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/145.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/177.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/69.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/152.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/163.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/140.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/146.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/9.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/117.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/113.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/28.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/18.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/130.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/15.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/95.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/78.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/10.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/79.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/28.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/61.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/74.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/112.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/133.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/61.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/62.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/8.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/46.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/68.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/94.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/110.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/148.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/159.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/166.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/135.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/17.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/153.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/115.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/27.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/174.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/35.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/4.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/102.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/110.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/175.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/136.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/152.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/75.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/22.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/154.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/12.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/64.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/4.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/143.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/72.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/2.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/156.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/60.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/57.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/85.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/154.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/30.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/21.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/99.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/13.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/17.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/0.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/26.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/91.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/158.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/109.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/113.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/43.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/34.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/80.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/105.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/96.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/82.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/169.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/70.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/174.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/114.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/159.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/107.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/110.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/67.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/96.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/129.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/120.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/173.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/17.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/53.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/173.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/69.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/143.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/86.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/0.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/123.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/150.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/160.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/142.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/139.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/129.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/110.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/134.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/93.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/35.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/33.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/169.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/128.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/70.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/125.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/131.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/43.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/30.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/109.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/32.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/138.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/161.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/48.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/20.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/150.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/61.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/3.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/111.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/1.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/74.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/160.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/33.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/76.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/57.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/131.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/10.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/47.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/16.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/100.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/135.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/18.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/154.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/117.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/175.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/174.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/54.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/64.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/116.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/150.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/122.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/135.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/119.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/78.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/39.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/169.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/40.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/62.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/90.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/84.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/81.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/67.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/154.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/66.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/37.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/170.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/10.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/132.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/113.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/61.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/105.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/6.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/31.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/145.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/80.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/136.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/66.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/87.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/129.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/84.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/58.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/152.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/170.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/163.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/60.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/11.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/59.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/157.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/2.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/55.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/6.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/19.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/51.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/67.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/37.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/9.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/99.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/3.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/82.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/128.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/54.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/12.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/52.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/175.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/43.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/20.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/68.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/159.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/144.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/30.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/120.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/109.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/117.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/164.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/128.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/168.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/176.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/75.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/44.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/140.jpg,13.0
